,L1,L2,L3
HH1,1.087051848106440,0.000000000000000,0.000000000000000
HH2,0.403799600752105,0.791266871035837,0.000000000000000
HH3,0.373326324111829,0.844126722901611,0.265783987310278
HH4,0.358277931692947,1.158123100213240,1.338315562461390
HH5,0.368222983827644,1.086433760477110,1.442728890156260
